Proto,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Label,target
udp,CON,0.0,0.0,,,17.0,1.0,47.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.000762,2,137,53,1312.335938,0.0,0.0,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,9088.0,66600.0,21.0,1.0,43.0,63.0,0.059731,6.6e-05,0.059665,12,10,1320,2332,520,1664,1.049206,22,3652,2184,20.015135,10.484248,8.578455,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,22.0,1.0,106.0,127.0,0.0,0.0,0.0,2,2,168,120,84,36,3139.48877,4,288,120,0.000956,0.000319,0.000319,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,17.0,1.0,47.0,127.0,0.0,0.0,0.0,4,4,304,240,136,72,3421.997559,8,544,208,0.002046,0.000877,0.000877,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,2,2,166,120,82,36,3136.598145,4,286,118,0.000956,0.000319,0.000319,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,80,478,38,436,0.001106,2,558,474,904.159119,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,85,242,43,200,0.000278,2,327,243,3597.122314,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,76,60,34,18,0.000818,2,136,52,1222.493896,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,18.0,1.0,110.0,127.0,0.0,0.0,0.0,3,3,219,180,93,53,5.699973,6,399,146,0.877197,0.350932,0.350928,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000211,2,214,130,4739.336426,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,RST,0.0,0.0,65700.0,7168.0,1.0,9.0,127.0,55.0,0.017611,0.017427,0.000184,9,16,1019,18134,479,17246,35.779015,25,19153,17725,0.670784,0.223595,0.457582,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,20.0,1.0,108.0,127.0,0.0,0.0,0.0,10,10,770,600,350,180,3523.689453,20,1370,530,0.005392,0.002554,0.002554,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,78,60,36,18,0.001386,2,138,54,721.500732,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,29.0,1.0,99.0,127.0,0.0,0.0,0.0,5,5,380,300,170,90,3088.528809,10,680,260,0.002914,0.001295,0.001295,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,13.0,126.0,115.0,0.0,0.0,0.0,1,1,72,60,30,18,0.043413,2,132,48,23.034576,0.0,0.0,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,79,210,37,168,0.000239,2,289,205,4184.100586,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000267,2,214,130,3745.318359,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,RST,0.0,0.0,65008.0,65700.0,2.0,14.0,126.0,50.0,0.106883,0.106599,0.000284,5,3,695,866,395,690,0.216547,8,1561,1085,32.325546,18.471741,18.521091,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000234,2,214,130,4273.504395,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,INT,0.0,,,,1.0,,127.0,,0.0,0.0,0.0,1,0,73,0,31,0,0.106617,1,73,31,0.0,0.0,0.0,flow=From-Botnet-V42-UDP-Attempt-DNS,1
udp,CON,0.0,0.0,,,15.0,1.0,49.0,127.0,0.0,0.0,0.0,3,3,223,180,97,54,3030.070312,6,403,151,0.00165,0.00066,0.00066,flow=Background-UDP-Established,0
udp,INT,0.0,,,,17.0,,47.0,,0.0,0.0,0.0,1,0,107,0,65,0,0.000115,1,107,65,0.0,0.0,0.0,flow=Background-Attempt-cmpgw-CVUT,0
udp,INT,0.0,,,,19.0,,109.0,,0.0,0.0,0.0,1,0,72,0,30,0,0.0,1,72,30,0.0,0.0,0.0,flow=Background-UDP-Attempt,0
tcp,FIN,0.0,0.0,16640.0,65535.0,14.0,1.0,114.0,127.0,0.068103,0.000294,0.067809,74,74,9368,7164,5113,2911,2050.85791,148,16532,8024,0.071677,0.037955,0.035595,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000156,2,214,130,6410.256836,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,1,1,475,60,433,17,0.002011,2,535,450,497.265045,0.0,0.0,flow=Background-UDP-Established,0
udp,INT,0.0,,,,10.0,,118.0,,0.0,0.0,0.0,1,0,107,0,65,0,0.000107,1,107,65,0.0,0.0,0.0,flow=Background-Attempt-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,5.0,127.0,59.0,0.0,0.0,0.0,1,1,69,125,27,83,0.000263,2,194,110,3802.281494,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,16.0,127.0,48.0,0.0,0.0,0.0,1,1,82,252,40,210,0.135475,2,334,250,7.381436,0.0,0.0,flow=From-Botnet-V42-UDP-DNS,1
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,454,60,412,17,0.002343,2,514,429,426.803253,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,11.0,1.0,117.0,127.0,0.0,0.0,0.0,1,1,75,465,33,423,0.001087,2,540,456,919.963196,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,91,165,49,123,0.021361,2,256,172,46.814285,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,11.0,1.0,117.0,127.0,0.0,0.0,0.0,5,5,809,604,592,394,1342.108765,10,1413,986,0.006706,0.00298,0.002982,flow=Background-UDP-Established,0
tcp,REQ,0.0,,64240.0,,1.0,,127.0,,0.0,0.0,0.0,3,0,186,0,0,0,9.012916,3,186,0,0.221904,0.221904,0.0,flow=From-Botnet-V42-TCP-Attempt-SPAM,1
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000425,2,214,130,2352.941162,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,66,141,24,99,0.000225,2,207,123,4444.444336,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,22.0,1.0,106.0,127.0,0.0,0.0,0.0,1,1,74,1134,32,1092,0.001068,2,1208,1124,936.32959,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,19.0,1.0,45.0,127.0,0.0,0.0,0.0,1,1,76,60,34,18,0.000883,2,136,52,1132.502808,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000227,2,214,130,4405.286621,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,23.0,1.0,105.0,127.0,0.0,0.0,0.0,1,1,76,465,34,423,0.003066,2,541,457,326.157867,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,81,148,39,106,0.000347,2,229,145,2881.844482,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,1,1,77,485,35,443,0.001198,2,562,478,834.724487,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,1,1,180,114,138,72,0.00103,2,294,210,970.873718,0.0,0.0,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,36992.0,7936.0,13.0,1.0,51.0,63.0,0.019781,0.000144,0.019637,17,15,1737,16137,607,15139,3.619885,32,17874,15746,8.563808,4.42003,3.88879,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,19.0,127.0,109.0,0.0,0.0,0.0,2,2,360,124,276,40,2978.399414,4,484,316,0.001007,0.000336,0.000336,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000282,2,214,130,3546.099365,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,FIN,0.0,0.0,17920.0,15296.0,2.0,11.0,62.0,53.0,0.009244,0.008932,0.000312,20,17,3723,1973,2395,843,240.802444,37,5696,3238,0.1495,0.078906,0.066447,flow=Background-Established-cmpgw-CVUT,0
tcp,FIN,0.0,0.0,64624.0,6912.0,2.0,11.0,126.0,53.0,0.004031,0.001201,0.00283,6,6,758,3096,398,2748,0.12677,12,3854,3146,86.771317,39.864464,39.818745,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,84,520,42,478,0.000429,2,604,520,2331.002197,0.0,0.0,flow=From-Normal-V42-Jist,1
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000249,2,214,130,4016.064209,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,24.0,127.0,104.0,0.0,0.0,0.0,18,13,2974,781,2218,234,1730.352051,31,3755,2452,0.017338,0.009826,0.006936,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000376,2,214,130,2659.574463,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000267,2,214,130,3745.318359,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,1,1,68,60,26,18,0.002231,2,128,44,448.229492,0.0,0.0,flow=Background-UDP-Established,0
tcp,RST,0.0,0.0,2097152.0,0.0,15.0,1.0,113.0,127.0,0.0,0.0,0.0,2,2,132,120,0,0,0.585285,4,252,0,5.125708,1.722329,1.708943,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000188,2,214,130,5319.148926,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,23.0,1.0,105.0,127.0,0.0,0.0,0.0,1,1,74,60,32,18,0.000821,2,134,50,1218.026733,0.0,0.0,flow=Background-UDP-Established,0
tcp,RST,0.0,0.0,32768.0,0.0,17.0,1.0,111.0,63.0,0.0,0.0,0.0,1,1,66,60,0,0,2.2e-05,2,126,0,45454.546875,0.0,0.0,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,78,156,36,114,0.000309,2,234,150,3236.246094,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,11.0,1.0,117.0,127.0,0.0,0.0,0.0,2,2,156,120,72,36,3151.539062,4,276,108,0.000952,0.000317,0.000317,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,1,1,186,73,144,31,0.409384,2,259,175,2.442694,0.0,0.0,flow=Background-UDP-Established,0
tcp,REQ,0.0,,64240.0,,1.0,,127.0,,0.0,0.0,0.0,3,0,186,0,0,0,9.02791,3,186,0,0.221535,0.221535,0.0,flow=From-Botnet-V42-TCP-Attempt-SPAM,1
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,74,507,32,465,0.000964,2,581,497,1037.34436,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000368,2,214,130,2717.391357,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,1,1,470,60,428,17,0.002367,2,530,445,422.475677,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,18.0,127.0,110.0,0.0,0.0,0.0,1,1,72,60,30,17,0.199675,2,132,47,5.008138,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,75,183,33,141,0.068454,2,258,174,14.608351,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,RST,0.0,0.0,64488.0,4738.0,1.0,18.0,127.0,238.0,0.168092,0.16793,0.000162,5,3,658,1392,358,1212,0.780923,8,2050,1570,8.963752,5.122144,9.269945,flow=Background-TCP-Established,0
tcp,RST,0.0,0.0,17152.0,66608.0,1.0,1.0,63.0,63.0,0.000357,0.000141,0.000216,16,18,4301,3649,3237,2453,208.075073,34,7950,5690,0.158597,0.072089,0.27379,flow=To-Background-CVUT-Proxy,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,1,1,79,60,37,18,0.000931,2,139,55,1074.113892,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,20.0,1.0,108.0,127.0,0.0,0.0,0.0,2,2,530,120,446,35,43.155746,4,650,481,0.069516,0.023173,0.023172,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,83,133,41,91,0.000365,2,216,132,2739.72583,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000128,2,214,130,7812.5,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,17.0,1.0,239.0,127.0,0.0,0.0,0.0,1,1,83,61,41,19,0.000784,2,144,60,1275.510254,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,5.0,127.0,59.0,0.0,0.0,0.0,1,1,88,214,46,172,0.216309,2,302,218,4.623016,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,1.0,62.0,63.0,0.0,0.0,0.0,1,1,87,288,45,246,0.000504,2,375,291,1984.126953,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,15.0,1.0,49.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.000922,2,137,53,1084.598755,0.0,0.0,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,15744.0,11264.0,1.0,16.0,63.0,48.0,0.034495,0.034376,0.000119,6,6,1994,903,1590,499,0.245378,12,2897,2089,44.828793,23.707806,23.696457,flow=From-Normal-V42-Grill,1
udp,CON,0.0,0.0,,,10.0,1.0,118.0,127.0,0.0,0.0,0.0,1,1,77,480,35,438,0.001019,2,557,473,981.354309,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,17.0,1.0,47.0,127.0,0.0,0.0,0.0,2,2,161,120,77,29,0.117258,4,281,106,25.584608,8.583986,8.556149,flow=Background-UDP-Established,0
tcp,REQ,0.0,,65535.0,,1.0,,127.0,,0.0,0.0,0.0,3,0,186,0,0,0,8.943061,3,186,0,0.223637,0.223637,0.0,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,79,129,37,87,0.000313,2,208,124,3194.888184,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000377,2,214,130,2652.52002,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000269,2,214,130,3717.471924,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,1,1,79,60,37,18,0.000812,2,139,55,1231.5271,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000288,2,214,130,3472.222168,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,21.0,1.0,107.0,127.0,0.0,0.0,0.0,1,1,60,68,18,26,0.00078,2,128,44,1282.05127,0.0,0.0,flow=Background-UDP-Established,0
tcp,REQ,0.0,,747520.0,,1.0,,63.0,,0.0,0.0,0.0,3,0,222,0,0,0,8.996658,3,222,0,0.222305,0.222305,0.0,flow=Background-TCP-Attempt,0
tcp,REQ,0.0,,1048832.0,,14.0,,114.0,,0.0,0.0,0.0,1,0,66,0,0,0,0.0,1,66,0,0.0,0.0,0.0,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,75,60,33,18,0.000881,2,135,51,1135.07373,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000486,2,214,130,2057.613037,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,85,229,43,187,0.000396,2,314,230,2525.252686,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,80,124,38,82,0.000302,2,204,120,3311.258301,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,83,133,41,91,0.00042,2,216,132,2380.952393,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,CON,0.0,0.0,65013.0,64672.0,1.0,15.0,127.0,113.0,0.0,0.0,0.0,714,597,63509,70107,23165,36023,3586.751221,1311,133616,59188,0.365233,0.198787,0.166187,flow=Background,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,1,1,75,60,33,18,0.00143,2,135,51,699.30072,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,23.0,1.0,105.0,127.0,0.0,0.0,0.0,1,1,77,467,35,425,0.000928,2,544,460,1077.586182,0.0,0.0,flow=Background-UDP-Established,0
icmp,URP,0.0,,,,1.0,,63.0,,0.0,0.0,0.0,1,0,135,0,73,0,0.0,1,135,73,0.0,0.0,0.0,flow=Background-Attempt-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000272,2,214,130,3676.470459,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,RST,0.0,0.0,256960.0,65535.0,2.0,9.0,126.0,55.0,0.001087,0.00078,0.000307,5,4,1222,924,922,688,0.010166,9,2146,1610,786.93689,421.674042,319.624969,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,74,74,32,32,0.126103,2,148,64,7.930026,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,14.0,127.0,114.0,0.0,0.0,0.0,5,5,967,325,757,115,2897.72583,10,1292,872,0.003106,0.00138,0.00138,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,12.0,1.0,116.0,127.0,0.0,0.0,0.0,11,9,3997,728,3535,348,2144.864258,20,4725,3883,0.008858,0.004662,0.00373,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,74,147,32,105,0.000318,2,221,137,3144.654053,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,24.0,126.0,40.0,0.0,0.0,0.0,3,3,219,180,93,54,2788.883301,6,399,147,0.001793,0.000717,0.000717,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,28.0,1.0,100.0,127.0,0.0,0.0,0.0,3,3,565,186,439,60,3510.067871,6,751,499,0.001424,0.00057,0.00057,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,81,241,39,199,0.000306,2,322,238,3267.973877,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,23.0,1.0,105.0,127.0,0.0,0.0,0.0,2,2,150,120,66,36,2817.622314,4,270,102,0.001065,0.000355,0.000355,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,1,1,78,472,36,430,0.001948,2,550,466,513.346985,0.0,0.0,flow=Background-UDP-Established,0
udp,INT,0.0,,,,1.0,,127.0,,0.0,0.0,0.0,2,0,290,0,206,0,158.523621,2,290,206,0.006308,0.006308,0.0,flow=Background-UDP-Attempt,0
udp,CON,0.0,0.0,,,21.0,1.0,107.0,127.0,0.0,0.0,0.0,1,1,80,469,38,427,0.000973,2,549,465,1027.749268,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,1,1,72,60,30,18,0.000818,2,132,48,1222.493896,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,9.0,127.0,55.0,0.0,0.0,0.0,1,1,75,542,33,500,0.059834,2,617,533,16.712906,0.0,0.0,flow=From-Botnet-V42-UDP-DNS,1
tcp,RST,0.0,0.0,2097152.0,0.0,14.0,1.0,114.0,127.0,0.0,0.0,0.0,2,2,132,120,0,0,0.686228,4,252,0,4.371725,1.487407,1.457675,flow=Background-TCP-Attempt,0
udp,INT,0.0,,,,4.0,,252.0,,0.0,0.0,0.0,2,0,280,0,196,0,2.053795,2,280,196,0.486903,0.486903,0.0,flow=Background-UDP-Attempt,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000287,2,214,130,3484.320557,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,INT,0.0,,,,18.0,,110.0,,0.0,0.0,0.0,1,0,145,0,103,0,0.000241,1,145,103,0.0,0.0,0.0,flow=Background-UDP-Attempt,0
udp,CON,0.0,0.0,,,1.0,17.0,127.0,111.0,0.0,0.0,0.0,1,1,540,60,498,17,0.175108,2,600,515,5.710762,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,79,60,37,18,0.000827,2,139,55,1209.189819,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,20.0,1.0,44.0,127.0,0.0,0.0,0.0,1,1,79,559,37,517,0.001011,2,638,554,989.11969,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,22.0,1.0,106.0,127.0,0.0,0.0,0.0,4,4,308,240,140,72,3032.848633,8,548,212,0.002308,0.000989,0.000989,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,27.0,127.0,101.0,0.0,0.0,0.0,6,6,554,815,301,556,3021.663574,12,1369,857,0.00364,0.001655,0.001655,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,2,2,135,143,51,59,310.200256,4,278,110,0.009671,0.003224,0.003224,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,17.0,127.0,47.0,0.0,0.0,0.0,7,7,694,919,393,625,3403.955322,14,1613,1018,0.003819,0.001763,0.001763,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,3,3,211,185,78,52,0.659424,6,396,130,7.582375,3.034491,3.034869,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,87,151,45,109,0.000356,2,238,154,2808.98877,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000331,2,214,130,3021.148193,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,3.0,1.0,253.0,63.0,0.0,0.0,0.0,1,1,79,163,37,121,0.000222,2,242,158,4504.504395,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,FIN,0.0,0.0,65536.0,8064.0,13.0,1.0,115.0,63.0,0.027654,0.000142,0.027512,7,6,796,1969,382,1615,18.164154,13,2765,1997,0.660642,0.330323,0.27527,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.00023,2,214,130,4347.826172,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,15.0,1.0,49.0,127.0,0.0,0.0,0.0,2,2,148,120,64,36,1873.571533,4,268,100,0.001601,0.000534,0.000534,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,24.0,1.0,104.0,127.0,0.0,0.0,0.0,2,2,514,124,423,39,0.340373,4,638,462,8.81386,2.940709,2.952997,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,1,1,77,473,35,431,0.00121,2,550,466,826.446289,0.0,0.0,flow=Background-UDP-Established,0
udp,INT,0.0,,,,23.0,,105.0,,0.0,0.0,0.0,1,0,145,0,103,0,0.000156,1,145,103,0.0,0.0,0.0,flow=Background-Attempt-cmpgw-CVUT,0
tcp,FIN,0.0,0.0,65535.0,8500.0,1.0,8.0,127.0,56.0,0.001182,0.001034,0.000148,8,8,2169,6169,1699,5711,6.110232,16,8338,7410,2.454899,1.145783,1.145813,flow=Background-TCP-Established,0
